Project_ID,Project_Name,Sector,Lead_Contractor,Target_Budget_USD,Final_Cost_USD,Planned_Start,Planned_Duration_Days,Actual_End
PROJ-1703,Site Phase 3 Development,Residential,Summit Const,2433900,3531710.652432246,2023-11-22,475,2025-05-05
PROJ-1704,Site Phase 8 Development,Residential,Apex Construction Inc,2341864,2735005.0250415322,2023-03-03,284,2024-02-01
PROJ-1705,Site Phase 7 Development,COMMERCIAL,Summit Const,1649648,1681330.8034136745,2023-09-05,208,2024-04-14
PROJ-1706,Site Phase 2 Development,res,Vertex Infra,3865935,5658090.077753635,2022-09-25,485,2024-03-07
PROJ-1707,Site Phase 1 Development,res,Summit Const,764853,999956.339998155,2024-04-14,109,2024-08-25
PROJ-1708,Site Phase 3 Development,COMMERCIAL,Delta Partners,4345250,6398728.877154719,2023-07-31,350,2024-09-18
PROJ-1709,Site Phase 5 Development,Residential,Vertex Infra,2832530,2855876.539030209,2023-02-21,382,2024-04-18
PROJ-1710,Site Phase 1 Development,COMMERCIAL,Apex Build,4137056,5705115.749223302,2022-06-17,511,2024-01-04
PROJ-1711,Site Phase 3 Development,Commercial,Apex Build,2280105,2454422.531186444,2024-04-21,345,2025-04-07
PROJ-1712,Site Phase 3 Development,res,Apex Construction Inc,1777987,1729311.084973383,2022-02-12,311,2023-01-04
PROJ-1713,Site Phase 5 Development,Infrastructure,Apex Construction Inc,4126402,5693992.346245307,2023-07-10,482,2025-01-12
PROJ-1714,Site Phase 3 Development,Commercial,Delta Partners,4475520,4711807.8505497435,2022-10-12,315,2023-09-02
PROJ-1715,Site Phase 9 Development,Commercial,Apex Build,1673044,2048314.5526054925,2023-02-01,142,2023-07-10
PROJ-1716,Site Phase 1 Development,COMMERCIAL,Apex Build,3126816,3031105.108596904,2022-01-12,517,2023-06-29
PROJ-1717,Site Phase 4 Development,Residential,Apex Build,6459756,8555441.99833447,2023-08-30,444,2025-04-25
PROJ-1718,Site Phase 4 Development,res,Apex Build,5735317,6993404.65972217,2022-10-29,431,2024-03-13
PROJ-1719,Site Phase 1 Development,Infrastructure,Summit Const,5845965,5840769.451957555,2024-06-16,453,2025-10-08
PROJ-1720,Site Phase 2 Development,Commercial,Vertex Infra,5532417,7905144.837262955,2022-09-10,369,2023-10-04
PROJ-1721,Site Phase 1 Development,Infrastructure,Vertex Infra,1798260,1843571.282600212,2023-05-14,170,2023-11-23
PROJ-1722,Site Phase 6 Development,Residential,Delta Partners,1926420,2827281.9193408857,2024-01-24,291,2025-02-01
PROJ-1723,Site Phase 3 Development,Residential,Summit Const,2852356,3309239.585330691,2022-02-04,247,2022-11-29
PROJ-1724,Site Phase 7 Development,Infrastructure,Apex Build,2587629,3053135.452398699,2023-12-28,209,2024-08-18
PROJ-1725,Site Phase 5 Development,res,Apex Build,1447440,2159529.862096833,2024-04-28,148,2024-10-07
PROJ-1726,Site Phase 9 Development,Residential,Apex Construction Inc,2672768,2716436.9157006205,2022-03-31,304,2023-02-09
PROJ-1727,Site Phase 7 Development,Infrastructure,Apex Construction Inc,1723197,3008995.999771009,2024-02-15,217,2024-11-15
PROJ-1728,Site Phase 4 Development,Commercial,Delta Partners,3347535,4118778.405485158,2023-08-28,313,2024-09-15
PROJ-1729,Site Phase 5 Development,Infrastructure,Apex Build,3397498,4723152.418028744,2024-07-10,298,2025-06-01
PROJ-1730,Site Phase 5 Development,Infrastructure,Delta Partners,6503571,7963391.804836037,2024-08-27,459,2025-12-19
PROJ-1731,Site Phase 5 Development,COMMERCIAL,Summit Const,2284188,3216217.589480398,2023-08-25,204,2024-03-26
PROJ-1732,Site Phase 9 Development,Residential,Vertex Infra,3114100,5657822.789601775,2023-02-22,298,2024-05-27
PROJ-1733,Site Phase 3 Development,res,Apex Build,1439425,2071717.0330695477,2022-04-25,103,2022-08-30
PROJ-1734,Site Phase 6 Development,res,Summit Const,1316336,,2023-09-09,98,
PROJ-1735,Site Phase 8 Development,COMMERCIAL,Apex Build,1402746,1945650.8055484262,2024-06-21,129,2024-12-20
PROJ-1736,Site Phase 9 Development,res,Apex Construction Inc,3532067,5135632.757994499,2022-07-15,539,2024-02-12
PROJ-1737,Site Phase 7 Development,Infrastructure,Delta Partners,1959912,2251491.1322616073,2024-04-05,326,2025-03-23
PROJ-1738,Site Phase 3 Development,COMMERCIAL,Apex Construction Inc,4949860,5506513.059106342,2023-05-16,370,2024-05-29
PROJ-1739,Site Phase 1 Development,Commercial,Vertex Infra,3082688,4429957.868301903,2023-09-18,448,2025-02-02
PROJ-1740,Site Phase 4 Development,Residential,Apex Construction Inc,3421710,4719127.936322954,2023-05-08,290,2024-05-16
PROJ-1741,Site Phase 6 Development,Residential,Apex Build,3211310,5117966.499015407,2022-03-16,335,2023-04-08
PROJ-1742,Site Phase 3 Development,Residential,Apex Construction Inc,4999274,7069902.848172189,2023-02-17,367,2024-04-01
PROJ-1743,Site Phase 1 Development,Infrastructure,Apex Build,4351320,5360879.54217221,2023-01-11,324,2023-12-10
PROJ-1744,Site Phase 6 Development,Commercial,Vertex Infra,1064571,3928090.48355274,2023-02-24,93,2023-11-07
PROJ-1745,Site Phase 1 Development,COMMERCIAL,Apex Construction Inc,1784835,2146486.1526986584,2023-12-30,243,2024-11-10
PROJ-1746,Site Phase 9 Development,COMMERCIAL,Delta Partners,2694825,2865668.323205134,2022-10-04,531,2024-04-05
PROJ-1747,Site Phase 1 Development,Residential,Delta Partners,1716664,5008665.785717361,2024-01-31,118,2024-11-30
PROJ-1748,Site Phase 6 Development,Commercial,Delta Partners,2153646,2833096.7562373774,2023-11-07,198,2024-07-21
PROJ-1749,Site Phase 1 Development,Commercial,Apex Construction Inc,2203795,3492660.9866694584,2023-01-29,187,2023-09-19
PROJ-1750,Site Phase 7 Development,Commercial,Apex Construction Inc,3016288,5018276.6676454,2024-05-18,304,2025-05-25
PROJ-1751,Site Phase 3 Development,res,Apex Construction Inc,5000380,6913423.33160025,2023-04-02,382,2024-07-20
PROJ-1752,Site Phase 6 Development,res,Apex Build,1202120,1695797.8515525807,2024-07-08,164,2025-02-09
PROJ-1753,Site Phase 7 Development,Residential,Vertex Infra,4019690,,2022-07-11,415,
PROJ-1754,Site Phase 1 Development,Commercial,Delta Partners,1621970,2006469.3081331511,2024-01-09,235,2024-09-24
PROJ-1755,Site Phase 1 Development,Commercial,Apex Build,2098390,,2023-11-20,217,
PROJ-1756,Site Phase 5 Development,COMMERCIAL,Delta Partners,5221490,5774174.052366354,2022-04-09,430,2023-06-25
PROJ-1757,Site Phase 6 Development,COMMERCIAL,Apex Build,924729,,2023-07-02,131,
PROJ-1758,Site Phase 9 Development,Residential,Apex Construction Inc,2287300,2952784.5621366627,2024-09-04,445,2026-01-02
PROJ-1759,Site Phase 1 Development,Commercial,Delta Partners,882570,1382870.9601539066,2024-09-25,130,2025-03-03
PROJ-1760,Site Phase 4 Development,Residential,Apex Construction Inc,2563176,3694431.944787948,2022-04-06,511,2023-10-22
PROJ-1761,Site Phase 8 Development,COMMERCIAL,Delta Partners,672072,1538952.8062022207,2023-10-26,123,2024-07-15
PROJ-1762,Site Phase 9 Development,COMMERCIAL,Summit Const,1003926,1343362.7572578928,2023-10-25,106,2024-02-29
PROJ-1763,Site Phase 3 Development,res,Apex Build,1734058,2440950.7685226616,2022-07-09,254,2023-04-05
PROJ-1764,Site Phase 2 Development,Residential,Summit Const,3318062,3885511.630614341,2024-01-06,242,2024-09-24
PROJ-1765,Site Phase 4 Development,Residential,Apex Build,5116452,8113668.273459115,2022-02-06,467,2023-08-31
PROJ-1766,Site Phase 2 Development,Commercial,Vertex Infra,839685,1597150.18693706,2024-02-19,165,2024-10-05
PROJ-1767,Site Phase 1 Development,Commercial,Delta Partners,1727440,2461624.315507067,2023-01-04,176,2023-07-30
PROJ-1768,Site Phase 3 Development,res,Vertex Infra,1617306,2973193.0592339323,2023-11-26,206,2024-09-19
PROJ-1769,Site Phase 7 Development,Infrastructure,Vertex Infra,3537193,5659602.5664797975,2023-06-09,451,2024-12-14
PROJ-1770,Site Phase 1 Development,Infrastructure,Apex Build,6084427,9652396.391018003,2022-10-06,431,2024-03-06
PROJ-1771,Site Phase 2 Development,Infrastructure,Summit Const,1338988,3078506.332484041,2022-08-05,116,2023-04-05
PROJ-1772,Site Phase 1 Development,Residential,Apex Construction Inc,4382202,4318653.315254197,2024-05-16,402,2025-07-18
PROJ-1773,Site Phase 8 Development,Residential,Apex Build,2244344,2898031.381594167,2024-05-22,376,2025-08-06
PROJ-1774,Site Phase 5 Development,COMMERCIAL,Apex Construction Inc,1358962,1952221.6251273993,2024-03-08,223,2024-11-22
PROJ-1775,Site Phase 8 Development,Residential,Vertex Infra,3426192,5031612.435976533,2022-09-30,308,2023-11-06
PROJ-1776,Site Phase 3 Development,Residential,Apex Construction Inc,3173179,5240095.995941612,2024-05-30,257,2025-04-28
PROJ-1777,Site Phase 7 Development,Residential,Summit Const,1532465,2368647.1152724237,2022-03-03,187,2022-11-26
PROJ-1778,Site Phase 8 Development,res,Apex Build,2286228,3196380.803324192,2023-08-19,357,2024-10-02
PROJ-1779,Site Phase 6 Development,Residential,Summit Const,3892440,4186200.9609473147,2024-05-29,326,2025-05-17
PROJ-1780,Site Phase 7 Development,Commercial,Summit Const,3697420,5245926.7177146105,2023-12-30,398,2025-03-17
PROJ-1781,Site Phase 2 Development,Commercial,Apex Build,4338306,7152939.484642784,2022-12-08,483,2024-10-17
PROJ-1782,Site Phase 8 Development,COMMERCIAL,Summit Const,2765410,4177697.6751691,2023-02-01,262,2024-03-02
PROJ-1783,Site Phase 5 Development,res,Delta Partners,6347460,6679809.1746774325,2023-11-30,490,2025-04-06
PROJ-1784,Site Phase 7 Development,Commercial,Delta Partners,4846787,6386696.187705476,2022-01-19,499,2023-06-19
PROJ-1785,Site Phase 1 Development,res,Delta Partners,2257668,2742915.166047494,2022-06-26,279,2023-04-19
PROJ-1786,Site Phase 5 Development,res,Apex Construction Inc,1932549,2557379.22681458,2023-09-04,211,2024-06-07
PROJ-1787,Site Phase 1 Development,COMMERCIAL,Summit Const,1526580,3489091.7422088664,2023-01-31,135,2023-09-11
PROJ-1788,Site Phase 8 Development,res,Apex Build,1909134,2651925.1847697487,2023-03-21,153,2023-09-06
PROJ-1789,Site Phase 4 Development,Residential,Apex Build,2951244,4830169.370429818,2022-08-21,219,2023-05-08
PROJ-1790,Site Phase 4 Development,res,Apex Construction Inc,3963267,5453032.183436597,2024-07-03,399,2025-11-08
PROJ-1791,Site Phase 2 Development,COMMERCIAL,Apex Build,4486552,5894070.601225269,2022-03-17,452,2023-08-21
PROJ-1792,Site Phase 5 Development,COMMERCIAL,Delta Partners,4054878,6187626.73953714,2022-09-22,282,2023-08-07
PROJ-1793,Site Phase 1 Development,COMMERCIAL,Summit Const,3551724,4619020.90848438,2023-03-31,396,2024-06-16
PROJ-1794,Site Phase 9 Development,Commercial,Apex Build,2150550,3195276.245332582,2024-03-06,270,2025-01-20
PROJ-1795,Site Phase 5 Development,Residential,Apex Build,3550539,3863088.207166931,2023-12-19,381,2025-01-26
PROJ-1796,Site Phase 6 Development,Commercial,Vertex Infra,6428500,,2024-01-05,460,
PROJ-1797,Site Phase 2 Development,Infrastructure,Vertex Infra,4492068,5042096.856137681,2023-01-19,371,2024-03-27
PROJ-1798,Site Phase 1 Development,Residential,Vertex Infra,1668638,3233788.260356317,2023-07-18,118,2024-03-02
PROJ-1799,Site Phase 4 Development,res,Summit Const,2127482,2406745.6617670646,2024-04-30,238,2025-02-23
PROJ-1800,Site Phase 7 Development,COMMERCIAL,Delta Partners,1795664,2013163.8837519374,2023-05-21,356,2024-07-28
PROJ-1801,Site Phase 6 Development,Infrastructure,Delta Partners,2621850,3754290.612913225,2023-01-02,385,2024-02-03
PROJ-1802,Site Phase 1 Development,Residential,Delta Partners,956600,1357832.3036136394,2022-05-24,100,2022-10-10
PROJ-1803,Site Phase 1 Development,Commercial,Summit Const,3547313,4593564.567908096,2024-06-03,253,2025-02-24
PROJ-1804,Site Phase 8 Development,COMMERCIAL,Summit Const,1395618,2014806.15000022,2022-03-10,202,2022-10-17
PROJ-1805,Site Phase 4 Development,Commercial,Vertex Infra,3136464,4527837.475260551,2022-04-09,276,2023-03-14
PROJ-1806,Site Phase 5 Development,Residential,Apex Build,2911104,4575297.63263717,2023-01-31,384,2024-10-10
PROJ-1807,Site Phase 7 Development,Residential,Apex Construction Inc,1826811,2402714.27769498,2022-01-25,321,2022-12-25
PROJ-1808,Site Phase 8 Development,Infrastructure,Apex Construction Inc,1874196,2541106.563724162,2024-08-05,316,2025-07-28
PROJ-1809,Site Phase 7 Development,res,Apex Build,5151090,7940862.161359331,2024-06-09,399,2025-10-08
PROJ-1810,Site Phase 2 Development,Commercial,Vertex Infra,2128434,,2023-04-14,187,
PROJ-1811,Site Phase 4 Development,Infrastructure,Apex Build,1210464,2239689.5568727646,2023-04-29,144,2023-11-07
PROJ-1812,Site Phase 1 Development,COMMERCIAL,Apex Build,2667800,4147585.837588194,2023-07-19,200,2024-04-06
PROJ-1813,Site Phase 9 Development,res,Apex Construction Inc,1453712,,2022-05-31,241,
PROJ-1814,Site Phase 3 Development,Infrastructure,Vertex Infra,2114185,2789132.89725683,2022-05-24,335,2023-05-20
PROJ-1815,Site Phase 3 Development,Commercial,Summit Const,6721605,6698090.887172684,2023-07-23,495,2025-01-01
PROJ-1816,Site Phase 9 Development,Residential,Apex Construction Inc,1283118,2595809.2892176174,2022-02-08,158,2022-10-03
PROJ-1817,Site Phase 3 Development,COMMERCIAL,Summit Const,2756073,3001158.5446859896,2022-04-19,401,2023-07-18
PROJ-1818,Site Phase 8 Development,Commercial,Vertex Infra,5332446,5808382.169869688,2023-11-24,378,2024-12-15
PROJ-1819,Site Phase 2 Development,res,Apex Build,3993759,6317299.747477047,2022-02-11,339,2023-03-28
PROJ-1820,Site Phase 3 Development,res,Delta Partners,1093500,1436560.6749661393,2022-07-05,125,2022-11-19
PROJ-1821,Site Phase 2 Development,Residential,Delta Partners,1730856,2332526.6500615687,2024-07-23,328,2025-08-30
PROJ-1822,Site Phase 1 Development,Residential,Vertex Infra,1625583,1933593.4032690057,2023-02-02,237,2023-10-08
PROJ-1823,Site Phase 2 Development,COMMERCIAL,Delta Partners,3453564,6817713.888172057,2022-08-11,316,2023-11-24
PROJ-1824,Site Phase 8 Development,COMMERCIAL,Summit Const,3926736,,2023-09-26,333,
PROJ-1825,Site Phase 9 Development,Residential,Delta Partners,4137738,5860249.46981922,2022-05-13,426,2023-08-08
PROJ-1826,Site Phase 2 Development,Residential,Vertex Infra,5176125,5087554.622586308,2022-06-12,535,2023-12-21
PROJ-1827,Site Phase 7 Development,res,Vertex Infra,2801180,3839571.3953549056,2022-08-03,454,2023-11-29
PROJ-1828,Site Phase 5 Development,Residential,Summit Const,3967490,7316662.031900012,2024-01-03,290,2025-02-10
PROJ-1829,Site Phase 3 Development,Infrastructure,Delta Partners,3492882,7135905.058941918,2022-08-23,243,2024-01-06
PROJ-1830,Site Phase 9 Development,Commercial,Delta Partners,5556012,6586753.053955942,2024-04-22,539,2025-11-16
PROJ-1831,Site Phase 6 Development,Residential,Apex Build,1208844,1415322.974239129,2023-10-20,162,2024-04-30
PROJ-1832,Site Phase 1 Development,COMMERCIAL,Apex Construction Inc,4298380,6483178.676791676,2024-01-21,290,2025-01-04
PROJ-1833,Site Phase 5 Development,Infrastructure,Vertex Infra,2035495,2975623.0595878167,2023-08-11,385,2024-12-05
PROJ-1834,Site Phase 7 Development,COMMERCIAL,Apex Build,1161018,2120590.681011451,2022-01-09,106,2022-06-17
PROJ-1835,Site Phase 4 Development,Infrastructure,Vertex Infra,2023476,2325689.699424588,2022-03-15,218,2022-11-21
PROJ-1836,Site Phase 8 Development,Residential,Apex Build,2113542,2341329.1807595366,2024-08-11,306,2025-07-14
PROJ-1837,Site Phase 5 Development,Commercial,Apex Construction Inc,924150,1157237.4322915864,2023-05-07,150,2023-11-27
PROJ-1838,Site Phase 9 Development,COMMERCIAL,Apex Build,2646564,2840746.0252729324,2024-07-01,516,2025-12-05
PROJ-1839,Site Phase 9 Development,Infrastructure,Vertex Infra,2188041,,2022-09-10,193,
PROJ-1840,Site Phase 9 Development,res,Delta Partners,964553,1604770.731284511,2022-08-18,131,2023-01-29
PROJ-1841,Site Phase 1 Development,Residential,Vertex Infra,1499214,3163149.878999088,2023-06-03,114,2023-12-15
PROJ-1842,Site Phase 2 Development,Commercial,Summit Const,1405824,1755422.084122812,2022-06-23,128,2022-11-13
PROJ-1843,Site Phase 3 Development,Residential,Summit Const,1954340,3030089.5041424166,2023-10-15,380,2024-12-16
PROJ-1844,Site Phase 4 Development,res,Summit Const,2905540,4458403.962776672,2022-06-17,220,2023-03-12
PROJ-1845,Site Phase 9 Development,Commercial,Summit Const,3965142,6280828.319223984,2022-06-19,318,2023-06-23
PROJ-1846,Site Phase 6 Development,res,Apex Construction Inc,1033068,1257204.7471794412,2023-01-28,197,2023-08-22
PROJ-1847,Site Phase 1 Development,Residential,Delta Partners,1546686,1872863.743427106,2024-08-03,261,2025-06-06
PROJ-1848,Site Phase 9 Development,Infrastructure,Delta Partners,4285272,4341167.367672484,2024-03-05,524,2025-09-29
PROJ-1849,Site Phase 6 Development,Residential,Vertex Infra,1370616,2102753.447732781,2023-09-26,191,2024-05-15
PROJ-1850,Site Phase 4 Development,Residential,Apex Build,4430886,4756175.96504771,2022-07-13,443,2023-11-20
PROJ-1851,Site Phase 4 Development,Residential,Vertex Infra,594486,1002531.6868057128,2023-06-01,101,2023-11-10
PROJ-1852,Site Phase 3 Development,COMMERCIAL,Vertex Infra,4925648,7006985.184257647,2022-01-29,364,2023-04-18
PROJ-1853,Site Phase 7 Development,res,Vertex Infra,1595620,2134559.8291987395,2022-06-14,190,2023-01-15
PROJ-1854,Site Phase 3 Development,res,Vertex Infra,1795101,3499272.5122514204,2023-02-26,133,2023-09-30
PROJ-1855,Site Phase 2 Development,res,Delta Partners,7500668,7859253.311387222,2022-12-05,532,2024-06-24
PROJ-1856,Site Phase 8 Development,COMMERCIAL,Apex Build,3015676,3403476.859686999,2023-10-10,394,2024-11-21
PROJ-1857,Site Phase 4 Development,Infrastructure,Vertex Infra,6617328,8057591.261994598,2023-05-11,534,2024-10-30
PROJ-1858,Site Phase 8 Development,Residential,Delta Partners,675326,1085260.7331747834,2022-12-31,106,2023-05-03
PROJ-1859,Site Phase 1 Development,Infrastructure,Vertex Infra,5084565,7668200.963996429,2024-04-12,419,2025-08-25
PROJ-1860,Site Phase 5 Development,COMMERCIAL,Summit Const,776720,1564299.2146759043,2022-12-08,146,2023-07-12
PROJ-1861,Site Phase 9 Development,res,Vertex Infra,3861600,5899439.457815167,2023-05-15,400,2024-09-03
PROJ-1862,Site Phase 1 Development,Residential,Vertex Infra,4037600,5308774.570002017,2023-10-19,392,2024-12-23
PROJ-1863,Site Phase 4 Development,Commercial,Apex Construction Inc,1187861,1663401.2659532907,2023-05-26,101,2023-10-15
PROJ-1864,Site Phase 6 Development,Commercial,Summit Const,4824578,6111179.168964573,2022-11-23,407,2024-01-15
PROJ-1865,Site Phase 8 Development,Infrastructure,Apex Build,1775345,2418472.2223388385,2022-08-05,169,2023-02-11
PROJ-1866,Site Phase 3 Development,res,Vertex Infra,4368515,5918617.3396950215,2022-10-28,305,2023-10-07
PROJ-1867,Site Phase 5 Development,Commercial,Apex Build,4944684,5846311.045363859,2022-05-12,428,2023-07-28
PROJ-1868,Site Phase 7 Development,Infrastructure,Summit Const,3191826,3990057.61601486,2024-03-14,353,2025-03-28
PROJ-1869,Site Phase 1 Development,COMMERCIAL,Vertex Infra,3334142,4156295.3453732557,2022-03-11,238,2022-12-14
PROJ-1870,Site Phase 7 Development,Infrastructure,Apex Construction Inc,2124660,3362465.323786646,2022-09-09,170,2023-04-29
PROJ-1871,Site Phase 8 Development,Infrastructure,Delta Partners,3537344,6996311.716060907,2023-02-19,304,2024-10-13
PROJ-1872,Site Phase 8 Development,Infrastructure,Apex Construction Inc,5723606,9597139.438250355,2024-02-26,463,2025-10-14
PROJ-1873,Site Phase 9 Development,Residential,Apex Construction Inc,1438157,1726451.3635191715,2023-03-21,287,2024-03-02
PROJ-1874,Site Phase 6 Development,Infrastructure,Delta Partners,1501066,1586063.415369114,2024-05-25,289,2025-04-14
PROJ-1875,Site Phase 6 Development,Infrastructure,Delta Partners,859218,1432639.8355555811,2022-07-01,114,2022-12-18
PROJ-1876,Site Phase 2 Development,Residential,Delta Partners,1395876,2457950.9849273334,2022-06-16,178,2023-02-26
PROJ-1877,Site Phase 3 Development,Residential,Vertex Infra,2580753,3073526.436214468,2022-04-01,357,2023-04-16
PROJ-1878,Site Phase 4 Development,COMMERCIAL,Apex Build,1858088,2162254.099563744,2023-12-15,232,2024-08-31
PROJ-1879,Site Phase 4 Development,res,Apex Build,1921632,3704837.852847651,2024-05-07,148,2025-01-04
PROJ-1880,Site Phase 8 Development,Commercial,Delta Partners,3531423,3988513.076024437,2023-06-15,499,2024-11-21
PROJ-1881,Site Phase 1 Development,Commercial,Apex Construction Inc,5831630,8846128.740878504,2022-02-08,454,2023-06-27
PROJ-1882,Site Phase 4 Development,Infrastructure,Summit Const,1019705,1919264.7090027572,2022-05-06,115,2022-10-12
PROJ-1883,Site Phase 4 Development,COMMERCIAL,Delta Partners,1342728,1795774.0413081755,2023-03-27,136,2023-09-01
PROJ-1884,Site Phase 1 Development,Infrastructure,Apex Construction Inc,5140395,5904287.595592328,2022-06-22,377,2023-08-03
PROJ-1885,Site Phase 3 Development,Commercial,Apex Construction Inc,1880435,2634081.31775875,2023-10-15,355,2024-11-10
PROJ-1886,Site Phase 5 Development,Residential,Vertex Infra,1139880,1136543.2757237738,2024-01-24,105,2024-05-17
PROJ-1887,Site Phase 6 Development,res,Vertex Infra,4042368,4805262.994208717,2022-08-08,288,2023-06-05
PROJ-1888,Site Phase 9 Development,COMMERCIAL,Apex Build,2947350,3700795.7423623847,2023-09-30,490,2025-04-28
PROJ-1889,Site Phase 9 Development,Residential,Apex Build,3166464,4498286.38243813,2022-02-27,496,2023-07-30
PROJ-1890,Site Phase 9 Development,res,Summit Const,5412519,5472109.618130401,2023-10-22,371,2024-12-09
PROJ-1891,Site Phase 1 Development,COMMERCIAL,Summit Const,2405375,3120756.00504125,2023-04-21,175,2023-10-31
PROJ-1892,Site Phase 9 Development,COMMERCIAL,Summit Const,2491650,4379024.23173691,2023-04-01,339,2024-07-13
PROJ-1893,Site Phase 8 Development,Commercial,Summit Const,3009120,3624168.7742384183,2024-04-08,480,2025-08-27
PROJ-1894,Site Phase 2 Development,Residential,Apex Construction Inc,2247340,2319215.413372862,2024-06-13,359,2025-07-11
PROJ-1895,Site Phase 1 Development,COMMERCIAL,Apex Construction Inc,5385224,9208207.898005657,2022-12-27,424,2024-06-02
PROJ-1896,Site Phase 1 Development,COMMERCIAL,Apex Build,2755456,4573341.860687786,2024-07-23,206,2025-05-14
PROJ-1897,Site Phase 6 Development,res,Vertex Infra,918048,1281320.89952046,2022-01-01,96,2022-04-22
PROJ-1898,Site Phase 9 Development,Commercial,Vertex Infra,2688722,3743464.9473626027,2023-01-22,226,2023-11-27
PROJ-1899,Site Phase 7 Development,Infrastructure,Delta Partners,4909120,6080188.145282823,2024-08-30,460,2026-01-11
PROJ-1900,Site Phase 5 Development,Commercial,Apex Construction Inc,2807145,3471166.9435422313,2022-12-14,265,2023-10-04
PROJ-1901,Site Phase 2 Development,Infrastructure,Summit Const,4651635,4601181.885857069,2022-07-09,417,2023-09-22
PROJ-1902,Site Phase 1 Development,Residential,Summit Const,4259372,4260489.504779601,2023-05-20,404,2024-07-17
PROJ-1903,Site Phase 2 Development,Residential,Delta Partners,3720960,5810879.455224084,2022-07-10,304,2023-07-05
PROJ-1904,Site Phase 1 Development,COMMERCIAL,Vertex Infra,1655793,2143046.060797981,2023-05-23,171,2023-12-26
PROJ-1905,Site Phase 3 Development,Residential,Summit Const,2146872,2422869.838381137,2023-01-04,312,2023-12-23
PROJ-1906,Site Phase 6 Development,COMMERCIAL,Vertex Infra,6321693,8360117.818347691,2023-02-13,461,2024-07-26
PROJ-1907,Site Phase 8 Development,Commercial,Delta Partners,4510208,6562147.1092499895,2024-04-03,512,2025-11-04
PROJ-1908,Site Phase 3 Development,Residential,Vertex Infra,5306237,5161307.370741621,2024-07-17,491,2025-12-12
PROJ-1909,Site Phase 9 Development,Commercial,Vertex Infra,5257756,,2024-07-22,532,
PROJ-1910,Site Phase 5 Development,Commercial,Vertex Infra,2343552,2471430.62119042,2022-04-27,192,2022-11-24
PROJ-1911,Site Phase 7 Development,Residential,Summit Const,3314110,3740848.2047686493,2022-05-14,362,2023-08-02
PROJ-1912,Site Phase 8 Development,Commercial,Apex Build,996319,1451648.9721904753,2022-02-27,103,2022-08-08
PROJ-1913,Site Phase 3 Development,Residential,Apex Construction Inc,1589432,3325824.480593056,2023-07-10,248,2024-08-07
PROJ-1914,Site Phase 2 Development,Residential,Vertex Infra,3587526,3597418.237302203,2023-11-16,241,2024-07-25
PROJ-1915,Site Phase 2 Development,Residential,Vertex Infra,2008809,1928538.3674484943,2023-11-03,197,2024-05-26
PROJ-1916,Site Phase 5 Development,Infrastructure,Vertex Infra,3449204,4235682.067994938,2022-06-22,277,2023-04-22
PROJ-1917,Site Phase 1 Development,Commercial,Apex Build,5350020,7417276.850636592,2024-04-08,390,2025-05-22
PROJ-1918,Site Phase 2 Development,res,Delta Partners,1341164,1530929.8626847616,2024-03-25,187,2024-10-18
PROJ-1919,Site Phase 9 Development,Residential,Summit Const,1161380,1935189.4498066865,2022-05-29,220,2023-04-24
PROJ-1920,Site Phase 7 Development,Commercial,Apex Build,3429214,,2022-03-21,382,
PROJ-1921,Site Phase 6 Development,COMMERCIAL,Vertex Infra,1993940,2457866.0952983024,2024-06-04,260,2025-03-16
PROJ-1922,Site Phase 9 Development,Residential,Apex Build,6579225,8736212.34300256,2022-08-01,513,2024-02-25
PROJ-1923,Site Phase 7 Development,Residential,Apex Build,4064496,5491411.936153837,2022-07-22,272,2023-05-28
PROJ-1924,Site Phase 5 Development,res,Apex Build,4068393,5075100.892440762,2024-02-03,453,2025-07-17
PROJ-1925,Site Phase 9 Development,Infrastructure,Delta Partners,1250432,,2022-08-17,128,
PROJ-1926,Site Phase 6 Development,Infrastructure,Apex Construction Inc,1065688,1504362.2611897357,2023-11-07,104,2024-04-09
PROJ-1927,Site Phase 6 Development,Residential,Summit Const,4383555,4912551.068380135,2022-08-15,465,2023-12-09
PROJ-1928,Site Phase 4 Development,Commercial,Delta Partners,1035555,1057543.6568950228,2023-10-21,93,2024-01-29
PROJ-1929,Site Phase 1 Development,COMMERCIAL,Delta Partners,4630974,7571116.679639904,2023-06-16,438,2024-12-25
PROJ-1930,Site Phase 5 Development,COMMERCIAL,Apex Construction Inc,4547238,6567301.159312058,2023-03-17,498,2024-08-18
PROJ-1931,Site Phase 9 Development,Commercial,Delta Partners,7241400,10937638.992148492,2023-02-06,486,2024-07-20
PROJ-1932,Site Phase 8 Development,Residential,Apex Build,3644511,5424920.122257874,2022-02-16,299,2023-01-16
PROJ-1933,Site Phase 8 Development,COMMERCIAL,Apex Build,2383750,3204817.4401534577,2022-08-21,250,2023-05-28
PROJ-1934,Site Phase 5 Development,Infrastructure,Vertex Infra,816480,2022460.0928239145,2022-11-01,105,2023-05-28
PROJ-1935,Site Phase 9 Development,Commercial,Delta Partners,7370165,7833362.313566844,2023-06-10,515,2024-11-16
PROJ-1936,Site Phase 3 Development,res,Vertex Infra,2501309,3919663.4871663344,2022-05-23,197,2023-02-01
PROJ-1937,Site Phase 3 Development,Residential,Summit Const,6304806,9601731.7082791,2023-02-19,471,2024-11-16
