Project_ID,Project_Name,Sector,Lead_Contractor,Target_Budget_USD,Final_Cost_USD,Planned_Start,Planned_Duration_Days,Actual_End,Actual_Duration_Days,Cost_Variance,Schedule_Variance,CPI,Is_Over_Budget
PROJ-1489,Site Phase 8 Development,RESIDENTIAL,Vertex Infra,524900,1076538.8121898314,2024-07-16,100,2024-12-29,166,-551638.8121898314,-66,0.48758112021273026,1
PROJ-1490,Site Phase 9 Development,INFRASTRUCTURE,Apex Build,2718275,4373350.54994408,2024-09-09,343,2025-11-25,442,-1655075.5499440804,-99,0.621554336648078,1
PROJ-1492,Site Phase 1 Development,COMMERCIAL,Vertex Infra,2682326,3697389.711819332,2022-09-13,449,2023-12-19,462,-1015063.7118193321,-13,0.7254647762516055,1
PROJ-1493,Site Phase 8 Development,COMMERCIAL,Apex Build,1843659,2547926.9566823547,2022-11-19,127,2023-04-07,139,-704267.9566823547,-12,0.7235917792559567,1
PROJ-1494,Site Phase 2 Development,RESIDENTIAL,Apex Build,2718816,3311199.021445199,2022-05-08,223,2023-02-16,284,-592383.0214451989,-61,0.8210971259629545,1
PROJ-1495,Site Phase 1 Development,INFRASTRUCTURE,Delta Partners,4096575,5273250.23795369,2022-01-18,289,2022-12-21,337,-1176675.2379536899,-48,0.7768595866199014,1
PROJ-1496,Site Phase 7 Development,RESIDENTIAL,Apex Build,1576960,2761169.191237112,2024-03-03,112,2024-07-27,146,-1184209.191237112,-34,0.5711203808171784,1
PROJ-1497,Site Phase 9 Development,INFRASTRUCTURE,Delta Partners,3007424,2940626.317300125,2024-01-05,392,2025-02-23,415,66797.68269987497,-23,1.0227154610930653,0
PROJ-1498,Site Phase 9 Development,RESIDENTIAL,Apex Build,5341365,8002154.582729996,2023-07-20,435,2024-11-03,472,-2660789.582729996,-37,0.667490854466567,1
PROJ-1499,Site Phase 3 Development,INFRASTRUCTURE,Vertex Infra,4899621,6741405.793163899,2023-07-24,391,2024-09-30,434,-1841784.7931638993,-43,0.7267951448596144,1
PROJ-1500,Site Phase 6 Development,COMMERCIAL,Apex Build,6562136,8754081.677969782,2022-11-19,452,2024-03-29,496,-2191945.6779697817,-44,0.7496087244095567,1
PROJ-1501,Site Phase 7 Development,INFRASTRUCTURE,Apex Build,6626070,9844217.235624352,2024-05-21,485,2026-04-17,696,-3218147.2356243525,-211,0.6730926229483754,1
PROJ-1502,Site Phase 9 Development,INFRASTRUCTURE,Vertex Infra,2145009,2233125.6835556184,2023-11-17,307,2024-09-24,312,-88116.6835556184,-5,0.9605410997667997,1
PROJ-1503,Site Phase 2 Development,RESIDENTIAL,Delta Partners,1170700,2009818.992556361,2024-03-02,230,2024-12-15,288,-839118.992556361,-58,0.5824902662059853,1
PROJ-1504,Site Phase 8 Development,COMMERCIAL,Delta Partners,2648153,3224524.3905891967,2023-09-18,193,2024-04-29,224,-576371.3905891967,-31,0.8212538282323614,1
PROJ-1505,Site Phase 7 Development,COMMERCIAL,Summit Const,4846565,6637812.456407075,2022-10-15,535,2024-05-06,569,-1791247.4564070748,-34,0.7301449132269332,1
PROJ-1506,Site Phase 4 Development,INFRASTRUCTURE,Apex Build,2324127,3085531.568480917,2024-07-31,299,2025-07-28,362,-761404.5684809168,-63,0.753233907486555,1
PROJ-1508,Site Phase 8 Development,INFRASTRUCTURE,Vertex Infra,2582919,5137354.199760081,2023-10-25,193,2024-12-22,424,-2554435.1997600812,-231,0.5027722246834031,1
PROJ-1509,Site Phase 5 Development,INFRASTRUCTURE,Delta Partners,5025645,6108876.751954671,2024-08-19,405,2025-10-13,420,-1083231.751954671,-15,0.8226790626266822,1
PROJ-1510,Site Phase 6 Development,RESIDENTIAL,Apex Build,2454400,3550554.2023823108,2023-10-01,260,2024-06-28,271,-1096154.2023823108,-11,0.6912723648474862,1
PROJ-1511,Site Phase 7 Development,RESIDENTIAL,Apex Build,5494415,6856275.093750336,2022-06-04,445,2023-10-29,512,-1361860.0937503362,-67,0.8013702666347642,1
PROJ-1512,Site Phase 1 Development,RESIDENTIAL,Summit Const,2481304,3006815.4778902098,2023-05-05,413,2024-08-11,464,-525511.4778902098,-51,0.8252265622036291,1
PROJ-1513,Site Phase 8 Development,COMMERCIAL,Apex Build,1949826,2316281.471587313,2023-01-21,222,2023-09-24,246,-366455.4715873129,-24,0.841791476518531,1
PROJ-1514,Site Phase 4 Development,RESIDENTIAL,Apex Build,5415390,6445475.266726693,2024-09-12,465,2026-01-02,477,-1030085.2667266931,-12,0.8401847460272984,1
PROJ-1516,Site Phase 1 Development,COMMERCIAL,Apex Build,4031556,6788266.628133555,2022-04-14,417,2023-09-20,524,-2756710.628133555,-107,0.5939006554768287,1
PROJ-1517,Site Phase 2 Development,RESIDENTIAL,Apex Build,2005992,2483719.1047573825,2024-07-17,216,2025-03-06,232,-477727.10475738253,-16,0.8076565486643271,1
PROJ-1518,Site Phase 6 Development,RESIDENTIAL,Vertex Infra,1375140,1822722.526789448,2023-01-28,195,2023-09-09,224,-447582.526789448,-29,0.7544428621410512,1
PROJ-1519,Site Phase 1 Development,RESIDENTIAL,Summit Const,1992629,2101943.989298443,2024-03-21,181,2024-10-04,197,-109314.98929844284,-16,0.9479933861915472,1
PROJ-1520,Site Phase 4 Development,COMMERCIAL,Apex Build,2525216,3803186.826999469,2022-09-03,376,2023-10-15,407,-1277970.8269994692,-31,0.6639736922922279,1
PROJ-1521,Site Phase 8 Development,RESIDENTIAL,Apex Build,2479770,2650584.1983000343,2022-06-25,467,2023-10-25,487,-170814.19830003427,-20,0.9355560187789594,1
PROJ-1522,Site Phase 5 Development,RESIDENTIAL,Delta Partners,4597316,4699322.523038008,2022-02-08,482,2023-07-19,526,-102006.52303800825,-44,0.9782933555766964,1
PROJ-1523,Site Phase 9 Development,RESIDENTIAL,Summit Const,876400,1164156.8116531528,2023-04-22,140,2023-09-20,151,-287756.8116531528,-11,0.7528195439199246,1
PROJ-1524,Site Phase 6 Development,RESIDENTIAL,Apex Build,1053976,2075355.0045693947,2023-11-13,118,2024-05-25,194,-1021379.0045693947,-76,0.5078533540909471,1
PROJ-1525,Site Phase 1 Development,COMMERCIAL,Summit Const,2149840,2560460.2797023677,2024-01-29,385,2025-03-18,414,-410620.2797023677,-29,0.8396302871958244,1
PROJ-1527,Site Phase 6 Development,COMMERCIAL,Summit Const,4105953,7216221.445984638,2024-05-16,303,2025-07-02,412,-3110268.4459846383,-109,0.5689893292125476,1
PROJ-1528,Site Phase 6 Development,INFRASTRUCTURE,Apex Build,2800296,3265241.3304209583,2024-03-28,356,2025-05-18,416,-464945.33042095834,-60,0.857607667130375,1
PROJ-1529,Site Phase 8 Development,RESIDENTIAL,Apex Build,5405408,7695712.820527649,2024-07-09,496,2025-12-30,539,-2290304.8205276486,-43,0.7023921144226616,1
PROJ-1530,Site Phase 6 Development,COMMERCIAL,Vertex Infra,2425806,3193278.8788863425,2023-02-12,346,2024-02-19,372,-767472.8788863425,-26,0.759659926992033,1
PROJ-1531,Site Phase 5 Development,RESIDENTIAL,Apex Build,4399141,5117953.929582654,2023-06-09,391,2024-07-23,410,-718812.9295826536,-19,0.859550722911398,1
PROJ-1532,Site Phase 2 Development,COMMERCIAL,Delta Partners,1888410,2816539.575738498,2024-04-07,190,2024-12-14,251,-928129.575738498,-61,0.6704716724972196,1
PROJ-1533,Site Phase 4 Development,COMMERCIAL,Summit Const,4448964,6834678.791981734,2023-05-21,494,2025-05-28,738,-2385714.7919817343,-244,0.6509397347567244,1
PROJ-1534,Site Phase 5 Development,COMMERCIAL,Apex Build,2881875,4125492.81880466,2024-06-21,435,2025-10-22,488,-1243617.8188046599,-53,0.6985529066646172,1
PROJ-1535,Site Phase 4 Development,RESIDENTIAL,Apex Build,1172110,1661985.5323257197,2024-04-04,199,2024-12-04,244,-489875.5323257197,-45,0.7052468130452336,1
PROJ-1536,Site Phase 2 Development,RESIDENTIAL,Vertex Infra,5638702,6790004.89450442,2022-02-05,509,2023-09-06,578,-1151302.8945044205,-69,0.8304415221502649,1
PROJ-1537,Site Phase 7 Development,RESIDENTIAL,Delta Partners,3261756,4498862.034154612,2023-11-16,271,2024-09-23,312,-1237106.0341546116,-41,0.725018010162857,1
PROJ-1538,Site Phase 2 Development,COMMERCIAL,Summit Const,5597046,8057477.230613489,2022-01-20,402,2023-03-10,414,-2460431.2306134887,-12,0.6946400020510943,1
PROJ-1539,Site Phase 1 Development,INFRASTRUCTURE,Delta Partners,806490,1291946.9510761532,2022-11-17,90,2023-03-26,129,-485456.9510761532,-39,0.6242438974202601,1
PROJ-1540,Site Phase 5 Development,COMMERCIAL,Vertex Infra,3061632,5685875.0135968095,2024-02-15,408,2025-08-25,557,-2624243.0135968095,-149,0.5384627682948754,1
PROJ-1541,Site Phase 1 Development,COMMERCIAL,Apex Build,7275762,8084649.980315607,2023-05-27,527,2024-11-23,546,-808887.980315607,-19,0.8999476808167235,1
PROJ-1542,Site Phase 1 Development,INFRASTRUCTURE,Apex Build,1268064,1714941.5028040495,2023-02-04,144,2023-09-02,210,-446877.5028040495,-66,0.7394211393954992,1
PROJ-1543,Site Phase 1 Development,RESIDENTIAL,Summit Const,5106000,5305930.340294459,2023-10-16,460,2025-02-04,477,-199930.3402944589,-17,0.9623194562551751,1
PROJ-1544,Site Phase 6 Development,COMMERCIAL,Apex Build,3446847,4233705.197717314,2024-08-29,513,2026-03-20,568,-786858.1977173137,-55,0.8141443107230131,1
PROJ-1545,Site Phase 9 Development,INFRASTRUCTURE,Vertex Infra,5702768,5817758.355674587,2024-06-01,488,2025-10-07,493,-114990.35567458719,-5,0.9802345940404302,1
PROJ-1546,Site Phase 1 Development,COMMERCIAL,Delta Partners,1567706,1612700.9881011362,2023-04-16,238,2024-01-13,272,-44994.98810113617,-34,0.9720996090204451,1
PROJ-1547,Site Phase 5 Development,RESIDENTIAL,Apex Build,6240000,9659975.4713057,2022-05-23,520,2024-01-06,593,-3419975.4713057,-73,0.6459643731534822,1
PROJ-1548,Site Phase 9 Development,INFRASTRUCTURE,Summit Const,5891594,8336254.894908157,2022-04-02,398,2023-06-02,426,-2444660.894908157,-28,0.7067435046400304,1
PROJ-1549,Site Phase 9 Development,RESIDENTIAL,Apex Build,1332496,2091015.0220601624,2022-12-20,226,2023-09-25,279,-758519.0220601624,-53,0.6372484109115413,1
PROJ-1550,Site Phase 1 Development,RESIDENTIAL,Apex Build,3072378,3885146.8756553545,2024-04-13,291,2025-04-22,374,-812768.8756553545,-83,0.7908009911418715,1
PROJ-1551,Site Phase 8 Development,INFRASTRUCTURE,Apex Build,7071225,8457978.281606942,2024-03-10,525,2025-12-24,654,-1386753.2816069424,-129,0.8360419907174943,1
PROJ-1552,Site Phase 1 Development,COMMERCIAL,Delta Partners,3878094,3819557.9998499374,2023-12-28,402,2025-02-24,424,58536.00015006261,-22,1.0153253334947034,0
PROJ-1553,Site Phase 8 Development,INFRASTRUCTURE,Vertex Infra,3054568,4491156.577334985,2024-08-16,206,2025-04-13,240,-1436588.5773349851,-34,0.6801294827740242,1
PROJ-1554,Site Phase 1 Development,COMMERCIAL,Delta Partners,1805976,2616184.598534375,2024-05-03,243,2025-01-16,258,-810208.598534375,-15,0.6903090863740021,1
PROJ-1556,Site Phase 8 Development,COMMERCIAL,Delta Partners,4498060,5724650.769873139,2023-10-27,380,2025-03-14,504,-1226590.7698731394,-124,0.785735266799459,1
PROJ-1557,Site Phase 6 Development,INFRASTRUCTURE,Apex Build,980248,1468893.1981387832,2023-11-29,152,2024-06-13,197,-488645.1981387832,-45,0.6673378304440788,1
PROJ-1558,Site Phase 9 Development,COMMERCIAL,Apex Build,3163500,4348161.364742538,2023-07-29,333,2024-09-27,426,-1184661.364742538,-93,0.7275488958739037,1
PROJ-1559,Site Phase 1 Development,RESIDENTIAL,Vertex Infra,1191756,1784746.1510936576,2022-07-09,114,2022-12-13,157,-592990.1510936576,-43,0.667745381756232,1
PROJ-1560,Site Phase 9 Development,RESIDENTIAL,Delta Partners,2581896,4103719.568431576,2022-05-05,179,2022-12-26,235,-1521823.5684315758,-56,0.629159950368341,1
PROJ-1561,Site Phase 1 Development,RESIDENTIAL,Apex Build,1495188,2009275.8908785065,2022-05-30,164,2022-11-21,175,-514087.89087850647,-11,0.7441427067271811,1
PROJ-1562,Site Phase 3 Development,COMMERCIAL,Vertex Infra,5311827,6041580.779311986,2022-11-10,383,2024-02-09,456,-729753.7793119857,-73,0.8792114504516995,1
PROJ-1563,Site Phase 1 Development,COMMERCIAL,Vertex Infra,3338300,3186430.451100656,2023-07-24,475,2024-11-29,494,151869.54889934417,-19,1.0476613411872477,0
PROJ-1566,Site Phase 2 Development,RESIDENTIAL,Delta Partners,5528328,5730716.64036112,2023-11-23,507,2025-06-12,567,-202388.64036112,-60,0.9646835373196245,1
PROJ-1567,Site Phase 9 Development,COMMERCIAL,Summit Const,4196064,4318451.317707915,2023-11-13,436,2025-02-06,451,-122387.31770791486,-15,0.9716594425399535,1
PROJ-1568,Site Phase 8 Development,RESIDENTIAL,Vertex Infra,1467888,1769879.2338082306,2024-04-17,106,2024-09-03,139,-301991.2338082306,-33,0.8293718418524866,1
PROJ-1569,Site Phase 1 Development,RESIDENTIAL,Apex Build,1120805,1392446.502295816,2024-02-22,217,2024-10-25,246,-271641.5022958161,-29,0.8049178177775999,1
PROJ-1570,Site Phase 4 Development,COMMERCIAL,Apex Build,4948956,6826460.313262969,2022-02-23,516,2023-08-24,547,-1877504.3132629693,-31,0.724966640527418,1
PROJ-1571,Site Phase 1 Development,COMMERCIAL,Vertex Infra,2973348,3231202.1120178937,2023-03-20,532,2024-09-10,540,-257854.1120178937,-8,0.9201987052871592,1
PROJ-1572,Site Phase 1 Development,COMMERCIAL,Apex Build,4314372,6273152.412146657,2023-09-05,453,2025-04-14,587,-1958780.4121466568,-134,0.6877518218186625,1
PROJ-1574,Site Phase 2 Development,RESIDENTIAL,Delta Partners,3084412,3946099.685086486,2022-09-21,268,2023-07-15,297,-861687.6850864859,-29,0.781635601263935,1
PROJ-1575,Site Phase 3 Development,COMMERCIAL,Summit Const,3439803,5101041.243992968,2022-02-22,271,2022-12-21,302,-1661238.2439929685,-31,0.6743335008417629,1
PROJ-1576,Site Phase 9 Development,COMMERCIAL,Vertex Infra,3483414,5394883.150595591,2023-07-26,241,2024-05-01,280,-1911469.1505955914,-39,0.6456884982977682,1
PROJ-1577,Site Phase 2 Development,COMMERCIAL,Apex Build,578094,725066.5138100156,2023-09-12,114,2024-02-17,158,-146972.51381001563,-44,0.7972978878341554,1
PROJ-1578,Site Phase 4 Development,COMMERCIAL,Delta Partners,2308020,3406424.14568238,2022-01-05,269,2022-11-09,308,-1098404.14568238,-39,0.6775492132785049,1
PROJ-1579,Site Phase 1 Development,COMMERCIAL,Apex Build,3720094,5919333.04311918,2022-04-13,287,2023-05-22,404,-2199239.04311918,-117,0.6284650606582028,1
PROJ-1580,Site Phase 2 Development,INFRASTRUCTURE,Delta Partners,2281044,3496603.649237872,2022-07-15,433,2023-11-03,476,-1215559.649237872,-43,0.6523598980105113,1
PROJ-1581,Site Phase 5 Development,COMMERCIAL,Summit Const,3742000,8219187.959664694,2024-02-13,250,2025-06-08,481,-4477187.959664694,-231,0.45527611953439945,1
PROJ-1582,Site Phase 1 Development,RESIDENTIAL,Delta Partners,1984892,3753645.0667799897,2024-05-26,266,2025-05-22,361,-1768753.0667799897,-95,0.528790539512227,1
PROJ-1583,Site Phase 7 Development,COMMERCIAL,Apex Build,5408040,7203119.227791815,2024-09-18,374,2025-10-13,390,-1795079.227791815,-16,0.7507914042480575,1
PROJ-1584,Site Phase 4 Development,INFRASTRUCTURE,Apex Build,914280,1731291.3525233397,2024-06-02,152,2025-03-10,281,-817011.3525233397,-129,0.5280913571637992,1
PROJ-1585,Site Phase 6 Development,COMMERCIAL,Vertex Infra,3411725,4205954.129494486,2022-12-16,239,2023-08-25,252,-794229.1294944864,-13,0.8111655274780791,1
PROJ-1586,Site Phase 8 Development,INFRASTRUCTURE,Summit Const,3155112,5891126.985735861,2022-02-16,243,2023-01-07,325,-2736014.9857358607,-82,0.5355701901587672,1
PROJ-1587,Site Phase 6 Development,RESIDENTIAL,Apex Build,1324470,1996958.854705459,2024-05-16,245,2025-02-18,278,-672488.854705459,-33,0.6632435099396939,1
PROJ-1588,Site Phase 2 Development,RESIDENTIAL,Summit Const,5684256,6567409.15575258,2024-04-02,459,2025-10-13,559,-883153.1557525797,-100,0.8655248767348384,1
PROJ-1590,Site Phase 8 Development,COMMERCIAL,Summit Const,4757994,6026940.566239664,2024-03-30,426,2025-08-15,503,-1268946.5662396643,-77,0.7894542757982784,1
PROJ-1591,Site Phase 8 Development,RESIDENTIAL,Apex Build,2245886,2873634.856157008,2023-10-18,173,2024-06-19,245,-627748.8561570081,-72,0.7815488440321489,1
PROJ-1592,Site Phase 9 Development,RESIDENTIAL,Vertex Infra,2693250,3145298.313510942,2022-09-26,450,2024-01-16,477,-452048.3135109418,-27,0.8562780797073768,1
PROJ-1593,Site Phase 6 Development,RESIDENTIAL,Vertex Infra,2523010,2701950.396608589,2023-01-05,266,2023-10-12,280,-178940.39660858922,-14,0.933773618926095,1
PROJ-1594,Site Phase 1 Development,COMMERCIAL,Summit Const,3294537,4914661.733483185,2023-09-28,237,2024-06-24,270,-1620124.733483185,-33,0.6703486788428573,1
PROJ-1595,Site Phase 9 Development,INFRASTRUCTURE,Apex Build,1576926,1856169.0419133224,2022-04-16,207,2022-11-30,228,-279243.0419133224,-21,0.8495594767459966,1
PROJ-1596,Site Phase 3 Development,RESIDENTIAL,Summit Const,4865559,7415528.745261161,2023-11-01,431,2025-03-15,500,-2549969.7452611607,-69,0.6561310955890097,1
PROJ-1597,Site Phase 6 Development,RESIDENTIAL,Delta Partners,2219656,2340177.721371602,2023-10-21,152,2024-04-16,178,-120521.7213716018,-26,0.9484989023393647,1
PROJ-1598,Site Phase 9 Development,COMMERCIAL,Vertex Infra,3315984,5744962.268715389,2023-10-19,278,2025-01-18,457,-2428978.268715389,-179,0.5771985689196659,1
PROJ-1599,Site Phase 3 Development,COMMERCIAL,Vertex Infra,4655232,5258956.034072805,2022-04-30,449,2023-09-09,497,-603724.0340728052,-48,0.8852007831666069,1
PROJ-1600,Site Phase 5 Development,COMMERCIAL,Vertex Infra,1327698,2269534.3833775683,2024-04-10,138,2024-11-28,232,-941836.3833775683,-94,0.5850089823376424,1
PROJ-1601,Site Phase 5 Development,INFRASTRUCTURE,Apex Build,6105632,5840326.878897408,2024-02-26,416,2025-04-27,426,265305.121102592,-10,1.0454264164667233,0
PROJ-1603,Site Phase 4 Development,RESIDENTIAL,Apex Build,3026710,4954250.744122683,2022-02-27,313,2023-05-08,435,-1927540.744122683,-122,0.610931936295441,1
PROJ-1604,Site Phase 4 Development,RESIDENTIAL,Summit Const,2911340,3467890.7482574023,2024-08-08,230,2025-04-27,262,-556550.7482574023,-32,0.8395131828945113,1
PROJ-1605,Site Phase 7 Development,RESIDENTIAL,Summit Const,1824912,2369361.716341294,2022-12-12,304,2023-12-03,356,-544449.7163412939,-52,0.7702124953795494,1
PROJ-1606,Site Phase 9 Development,COMMERCIAL,Delta Partners,6552096,8165863.041558373,2024-01-11,524,2025-09-02,600,-1613767.0415583728,-76,0.8023764256949377,1
PROJ-1608,Site Phase 4 Development,INFRASTRUCTURE,Apex Build,3670731,5274951.600911643,2022-04-27,529,2023-11-10,562,-1604220.6009116434,-33,0.6958795601775012,1
PROJ-1609,Site Phase 6 Development,COMMERCIAL,Delta Partners,1990500,2601554.5856861635,2024-04-09,300,2025-03-17,342,-611054.5856861635,-42,0.7651194447165531,1
PROJ-1610,Site Phase 6 Development,RESIDENTIAL,Delta Partners,6060230,6755938.707342462,2024-03-01,407,2025-05-01,426,-695708.7073424617,-19,0.8970226437095478,1
PROJ-1611,Site Phase 7 Development,COMMERCIAL,Apex Build,1584495,2047503.5279506976,2022-05-07,121,2022-10-18,164,-463008.5279506976,-43,0.7738667984547442,1
PROJ-1612,Site Phase 1 Development,RESIDENTIAL,Summit Const,2782455,3970186.67983863,2023-01-28,247,2023-10-11,256,-1187731.67983863,-9,0.7008373218644455,1
PROJ-1613,Site Phase 3 Development,RESIDENTIAL,Vertex Infra,2578730,2494708.5006995285,2024-06-26,374,2025-07-20,389,84021.4993004715,-15,1.0336798865586547,0
PROJ-1614,Site Phase 9 Development,RESIDENTIAL,Summit Const,4540456,5003877.61233025,2023-10-03,394,2024-11-20,414,-463421.61233025044,-20,0.9073875006078655,1
PROJ-1615,Site Phase 6 Development,RESIDENTIAL,Delta Partners,3145814,4300275.163400584,2022-02-27,518,2024-01-03,675,-1154461.163400584,-157,0.7315378389675753,1
PROJ-1616,Site Phase 6 Development,RESIDENTIAL,Vertex Infra,3819000,4610354.590034091,2023-09-26,375,2024-11-26,427,-791354.5900340909,-52,0.828352771011429,1
PROJ-1617,Site Phase 5 Development,RESIDENTIAL,Apex Build,1724666,2849771.6379248654,2023-05-28,233,2024-06-23,392,-1125105.6379248654,-159,0.6051944573551374,1
PROJ-1618,Site Phase 3 Development,COMMERCIAL,Delta Partners,5076135,6977984.384004265,2024-01-21,513,2025-07-20,546,-1901849.384004265,-33,0.7274500372394209,1
PROJ-1619,Site Phase 5 Development,RESIDENTIAL,Summit Const,1331748,1386819.7864503027,2024-03-12,108,2024-07-07,117,-55071.786450302694,-9,0.960289154374366,1
PROJ-1620,Site Phase 1 Development,RESIDENTIAL,Summit Const,1534701,2619289.965917536,2022-04-06,107,2022-09-03,150,-1084588.965917536,-43,0.5859225286125949,1
PROJ-1621,Site Phase 3 Development,COMMERCIAL,Summit Const,2406776,2509176.180331062,2023-09-30,346,2024-10-09,375,-102400.18033106206,-29,0.9591897208598755,1
PROJ-1622,Site Phase 4 Development,COMMERCIAL,Apex Build,2007841,2012805.7723848205,2022-04-28,167,2022-10-24,179,-4964.772384820506,-12,0.9975334071210765,1
PROJ-1623,Site Phase 5 Development,COMMERCIAL,Delta Partners,4097220,6153886.590279176,2023-07-14,460,2024-12-05,510,-2056666.590279176,-50,0.6657938751214664,1
PROJ-1624,Site Phase 9 Development,INFRASTRUCTURE,Vertex Infra,1533048,1635269.9010608003,2023-08-24,264,2024-06-02,283,-102221.9010608003,-19,0.9374892786845224,1
PROJ-1626,Site Phase 3 Development,COMMERCIAL,Summit Const,1985054,2983769.040362892,2022-08-25,202,2023-05-11,259,-998715.0403628922,-57,0.6652840662756436,1
PROJ-1627,Site Phase 1 Development,RESIDENTIAL,Apex Build,1933372,1994144.6624420625,2024-06-03,203,2025-01-12,223,-60772.662442062516,-20,0.9695244464523254,1
PROJ-1628,Site Phase 6 Development,COMMERCIAL,Vertex Infra,4509189,6591955.1490639895,2024-06-15,311,2025-05-11,330,-2082766.1490639895,-19,0.6840442475765741,1
PROJ-1629,Site Phase 7 Development,COMMERCIAL,Delta Partners,1857420,2467615.78073106,2022-09-29,255,2023-08-26,331,-610195.7807310601,-76,0.7527184801232376,1
PROJ-1630,Site Phase 8 Development,INFRASTRUCTURE,Apex Build,5404012,7666383.823830688,2022-07-08,524,2024-01-18,559,-2262371.8238306884,-35,0.7048971358832591,1
PROJ-1631,Site Phase 1 Development,INFRASTRUCTURE,Apex Build,2348856,2408568.330701619,2024-09-25,408,2025-11-24,425,-59712.33070161892,-17,0.9752083717366554,1
PROJ-1632,Site Phase 4 Development,RESIDENTIAL,Delta Partners,2185027,6205649.619711682,2023-12-05,221,2025-03-22,473,-4020622.619711682,-252,0.3521028633423744,1
PROJ-1633,Site Phase 5 Development,COMMERCIAL,Apex Build,4196796,3933310.337818551,2023-03-23,474,2024-07-25,490,263485.6621814491,-16,1.0669882718503165,0
PROJ-1634,Site Phase 2 Development,RESIDENTIAL,Summit Const,3020974,4065656.623774592,2023-08-04,353,2024-09-18,411,-1044682.6237745918,-58,0.7430470104962531,1
PROJ-1635,Site Phase 1 Development,COMMERCIAL,Summit Const,7415544,13265554.121233726,2024-02-29,502,2026-01-28,699,-5850010.121233726,-197,0.5590074814990342,1
PROJ-1636,Site Phase 8 Development,COMMERCIAL,Vertex Infra,858384,1353075.6346212816,2024-05-10,144,2024-10-23,166,-494691.63462128164,-22,0.6343946916465294,1
PROJ-1637,Site Phase 6 Development,RESIDENTIAL,Apex Build,3963456,5632553.155269415,2022-09-04,448,2023-12-18,470,-1669097.1552694151,-22,0.7036695244131115,1
PROJ-1638,Site Phase 5 Development,INFRASTRUCTURE,Summit Const,2579720,3563255.6615566183,2024-08-20,220,2025-04-09,232,-983535.6615566183,-12,0.7239783627742956,1
PROJ-1639,Site Phase 9 Development,RESIDENTIAL,Summit Const,3232775,4541094.4421991,2022-03-17,377,2023-04-15,394,-1308319.4421990998,-17,0.7118933642865343,1
PROJ-1640,Site Phase 2 Development,RESIDENTIAL,Vertex Infra,4993785,5244943.849304983,2022-06-03,355,2023-06-11,373,-251158.8493049834,-18,0.9521141014048673,1
PROJ-1641,Site Phase 8 Development,INFRASTRUCTURE,Delta Partners,3375190,3903770.9741613753,2023-10-18,455,2025-03-06,505,-528580.9741613753,-50,0.8645973399413045,1
PROJ-1642,Site Phase 9 Development,COMMERCIAL,Summit Const,2308698,2497863.2239891067,2023-03-11,251,2023-11-26,260,-189165.22398910671,-9,0.9242691824866982,1
PROJ-1643,Site Phase 1 Development,INFRASTRUCTURE,Apex Build,2814469,3298786.411585152,2024-09-23,469,2026-02-10,505,-484317.41158515215,-36,0.8531831555131133,1
PROJ-1644,Site Phase 7 Development,COMMERCIAL,Apex Build,1802944,4909340.363012553,2022-03-27,176,2023-06-07,437,-3106396.363012553,-261,0.367247708792724,1
PROJ-1645,Site Phase 8 Development,RESIDENTIAL,Delta Partners,1745136,3196537.4226926262,2023-11-28,144,2024-07-10,225,-1451401.4226926262,-81,0.5459457435445796,1
PROJ-1646,Site Phase 3 Development,INFRASTRUCTURE,Apex Build,3417882,3873482.845760274,2022-10-12,377,2023-12-22,436,-455600.8457602742,-59,0.8823795369949934,1
PROJ-1647,Site Phase 4 Development,COMMERCIAL,Vertex Infra,2094615,2902258.7664940613,2024-08-31,267,2025-06-24,297,-807643.7664940613,-30,0.7217188984600096,1
PROJ-1648,Site Phase 3 Development,RESIDENTIAL,Apex Build,7043040,7679447.619103197,2022-08-08,480,2024-01-22,532,-636407.619103197,-52,0.9171284640942031,1
PROJ-1649,Site Phase 7 Development,INFRASTRUCTURE,Apex Build,6065862,7116448.738070143,2022-03-10,438,2023-07-10,487,-1050586.7380701434,-49,0.852372050057787,1
PROJ-1650,Site Phase 9 Development,RESIDENTIAL,Delta Partners,1000652,1496962.4271419845,2022-02-16,97,2022-06-22,126,-496310.42714198446,-29,0.6684549871505157,1
PROJ-1651,Site Phase 3 Development,INFRASTRUCTURE,Apex Build,2223020,2956359.152161862,2022-04-04,410,2023-05-29,420,-733339.1521618618,-10,0.7519451749880925,1
PROJ-1652,Site Phase 6 Development,COMMERCIAL,Apex Build,4709430,7645719.691319665,2024-01-20,402,2025-06-17,514,-2936289.691319665,-112,0.6159564030769671,1
PROJ-1653,Site Phase 8 Development,INFRASTRUCTURE,Delta Partners,3113376,4248810.252468731,2024-08-15,336,2025-08-25,375,-1135434.2524687313,-39,0.7327641892671019,1
PROJ-1654,Site Phase 6 Development,COMMERCIAL,Apex Build,5170188,5264473.209785909,2023-03-29,412,2024-05-31,429,-94285.20978590939,-17,0.9820902859547948,1
PROJ-1655,Site Phase 2 Development,RESIDENTIAL,Vertex Infra,6020112,7383447.906414075,2022-07-23,532,2024-01-30,556,-1363335.9064140748,-24,0.8153524039588969,1
PROJ-1656,Site Phase 7 Development,INFRASTRUCTURE,Apex Build,2652240,2801300.911808845,2024-06-30,344,2025-07-20,385,-149060.91180884512,-41,0.9467886826508066,1
